更新日期,#genre#
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8$IPV4•线路22
CCTV1,http://173.208.212.130:8181/720p/cctv1.m3u8$IPV4•线路23
CCTV1,https://hls-gateway.vpstv.net/streams/476879.m3u8$IPV4•线路24
CCTV1,http://3501776.xyz:35455/gaoma/cctv1.m3u8$IPV4•线路25
CCTV1,https://cdn5.163189.xyz/live/cctv1/stream.m3u8$IPV4•线路26
CCTV1,http://lu.wqwqwq.sbs/itv/1000000005000265001.m3u8?cdn=ystenlive$IPV4•线路27
CCTV1,https://smart.pendy.dpdns.org/Smart.php?id=cctv1$IPV4•线路28
CCTV1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8$IPV4•线路29
CCTV1,https://t.freetv.fun/live/cctv1-1.m3u8$IPV4•线路30
CCTV1,http://74.91.26.218:82/live/cctv1hd.m3u8$IPV4•线路31
CCTV1,http://198.204.228.26/live/cctv1hd.m3u8$IPV4•线路32
CCTV1,http://38.75.136.137:98/gslb/dsdqbv/cctv1hd.m3u8?auth=test20251009$IPV4•线路33
CCTV1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv1hd$IPV4•线路34
CCTV1,http://69.30.245.50/live/cctv1.m3u8$IPV4•线路35
CCTV1,http://222.223.41.27:8888/hls/1/index.m3u8$IPV4•线路36
CCTV1,http://116.52.173.5:1234/608807420$IPV4•线路37
CCTV1,http://47.104.178.59:3566/608807420$IPV4•线路38
CCTV1,http://223.247.25.221:1234/608807420$IPV4•线路39
CCTV1,http://182.127.153.119:1234/608807420$IPV4•线路40
CCTV1,http://119.88.243.98:17231/608807420$IPV4•线路41
CCTV1,http://110.154.192.66:7788/608807420$IPV4•线路42
CCTV1,http://14.153.176.108:1234/608807420$IPV4•线路43
CCTV1,http://111.8.224.6:9999/tsfile/live/1063_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路44
CCTV1,http://118.193.115.2:9901/tsfile/live/0001_1.m3u8?key=txiptv$IPV4•线路45
CCTV1,http://153.0.171.163:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路46
CCTV1,http://183.129.255.66:8480/hls/1/index.m3u8$IPV4•线路47
CCTV1,http://58.56.162.102:4466/newlive/live/hls/1/live.m3u8$IPV4•线路48
CCTV1,http://111.56.90.90/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225920/1.m3u8?fmt=ts2hls$IPV4•线路49
CCTV1,http://1.24.39.180:808/hls/1/index.m3u8$IPV4•线路50
CCTV1,http://223.95.198.3:8000/hls/1/index.m3u8$IPV4•线路51
CCTV1,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub$IPV4•线路52
CCTV1,https://3.69mini.com/mg.php?token=1f749c81e97e666621893ab011c5d9$IPV4•线路53
CCTV1,http://39.165.39.49:19901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路54
CCTV1,http://live1.jzjsnm.cn/live1/cctv1_sd.m3u8?auth_key=1674380689129-0-0-33b866062e0fd04f6716d1178a54ec89$IPV4•线路55
CCTV1,http://183.220.20.17:4321/rtp/239.11.0.65:5140$IPV4•线路56
CCTV1,http://183.220.20.17:4321/rtp/239.11.0.130:5140$IPV4•线路57
CCTV1,http://45.192.97.170:8880/play/2959.m3u8$IPV4•线路58
CCTV1,http://124.116.183.146:9901/tsfile/live/0001_1.m3u8$IPV4•线路59
CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8$IPV4•线路60
CCTV1,http://101.35.240.114:88/live.php?id=CCTV1$IPV4•线路61
CCTV1,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=a054f2dd839918335635028a60325e3e&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260722012017&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=47.92.23.141&SecurityKey=20260722012017&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=cda602d79544decc65145f9362490020&ddCalcu=0c2dv0aa06y90a422d673995f4544d1e5c6c&sv=10004&ct=android$IPV4•线路62
CCTV1,http://59.175.11.109:1234/608807420$IPV4•线路63
CCTV1,http://182.61.15.84:80/608807420$IPV4•线路64
CCTV1,http://60.168.105.87:5008/608807420$IPV4•线路65
CCTV1,http://111.231.6.102:1234/608807420$IPV4•线路66
CCTV1,http://175.178.243.33:8787/608807420$IPV4•线路67
CCTV1,http://116.52.173.134:1234/608807420$IPV4•线路68
CCTV1,http://219.145.93.74:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路69
CCTV1,http://113.95.132.166:554/rtp/239.77.0.119:5146$IPV4•线路70
CCTV1,http://113.95.132.166:554/rtp/239.77.0.129:5146$IPV4•线路71
CCTV1,http://113.95.132.166:554/rtp/239.77.0.86:5146$IPV4•线路72
CCTV1,http://113.95.132.166:554/rtp/239.77.1.144:5146$IPV4•线路73
CCTV1,http://113.95.132.166:554/rtp/239.77.1.17:5146$IPV4•线路74
CCTV1,http://171.213.234.216:8089/rtp/239.93.0.58:5140$IPV4•线路75
CCTV1,http://183.164.37.17:4022/rtp/238.1.78.166:7200$IPV4•线路76
CCTV1,http://183.164.46.181:6688/rtp/238.1.78.166:7200$IPV4•线路77
CCTV1,http://183.165.195.249:7000/rtp/238.1.78.166:7200$IPV4•线路78
CCTV1,http://183.30.201.121:10002/rtp/239.77.0.119:5146$IPV4•线路79
CCTV1,http://183.30.201.121:10002/rtp/239.77.0.129:5146$IPV4•线路80
CCTV1,http://183.30.201.121:10002/rtp/239.77.0.86:5146$IPV4•线路81
CCTV1,http://183.30.201.121:10002/rtp/239.77.1.144:5146$IPV4•线路82
CCTV1,http://183.30.201.121:10002/rtp/239.77.1.17:5146$IPV4•线路83
CCTV1,http://58.63.66.57:8888/rtp/239.77.0.119:5146$IPV4•线路84
CCTV1,http://58.63.66.57:8888/rtp/239.77.0.129:5146$IPV4•线路85
CCTV1,http://58.63.66.57:8888/rtp/239.77.0.86:5146$IPV4•线路86
CCTV1,http://58.63.66.57:8888/rtp/239.77.1.144:5146$IPV4•线路87
CCTV1,http://58.63.66.57:8888/rtp/239.77.1.17:5146$IPV4•线路88
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221225618/index.m3u8$IPV4•线路89
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221225630/index.m3u8$IPV4•线路90
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221225642/index.m3u8$IPV4•线路91
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221225762/index.m3u8$IPV4•线路92
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221226221/index.m3u8$IPV4•线路93
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221226225/index.m3u8$IPV4•线路94
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221225918/index.m3u8$IPV4•线路95
CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8$IPV4•线路96
CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8$IPV4•线路97
CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8$IPV4•线路98
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8$IPV4•线路99
CCTV1,http://175.8.28.207:9999/tsfile/live/0001_1.m3u8$IPV4•线路100
CCTV1,http://t.061899.xyz/tl/tl.php?id=cctv1$IPV4•线路101
CCTV1,http://go.bkpcp.top/mg/cctv1$IPV4•线路102
CCTV1,http://m.061899.xyz/mg/cctv1$IPV4•线路103
CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33$IPV4•线路104
CCTV1,http://45.192.97.170:8880/play/1.m3u8$IPV4•线路105
CCTV1,http://45.192.97.170:8880/play/235.m3u8$IPV4•线路106
CCTV1,http://45.192.97.170:8880/play/236.m3u8$IPV4•线路107
CCTV1,http://45.192.97.170:8880/play/237.m3u8$IPV4•线路108
CCTV1,http://45.192.97.170:8880/play/238.m3u8$IPV4•线路109
CCTV1,http://45.192.97.170:8880/play/447.m3u8$IPV4•线路110
CCTV1,http://45.192.97.170:8880/play/489.m3u8$IPV4•线路111
CCTV1,http://45.192.97.170:8880/play/669.m3u8$IPV4•线路112
CCTV1,http://45.192.97.170:8880/play/755.m3u8$IPV4•线路113
CCTV1,http://45.192.97.170:8880/play/805.m3u8$IPV4•线路114
CCTV1,http://45.192.97.170:8880/play/847.m3u8$IPV4•线路115
CCTV1,http://45.192.97.170:8880/play/889.m3u8$IPV4•线路116
CCTV1,http://45.192.97.170:8880/play/986.m3u8$IPV4•线路117
CCTV1,http://45.192.97.170:8880/play/987.m3u8$IPV4•线路118
CCTV1,http://45.192.97.170:8880/play/2121.m3u8$IPV4•线路119
CCTV1,http://45.192.97.170:8880/play/2137.m3u8$IPV4•线路120
CCTV1,http://45.192.97.170:8880/play/2314.m3u8$IPV4•线路121
CCTV1,http://45.192.97.170:8880/play/2315.m3u8$IPV4•线路122
CCTV1,http://45.192.97.170:8880/play/2516.m3u8$IPV4•线路123
CCTV1,http://45.192.97.170:8880/play/2586.m3u8$IPV4•线路124
CCTV1,http://45.192.97.170:8880/play/2622.m3u8$IPV4•线路125
CCTV1,http://45.192.97.170:8880/play/2680.m3u8$IPV4•线路126
CCTV1,http://45.192.97.170:8880/play/2722.m3u8$IPV4•线路127
CCTV1,http://45.192.97.170:8880/play/3231.m3u8$IPV4•线路128
CCTV1,http://45.192.97.170:8880/play/3294.m3u8$IPV4•线路129
CCTV1,http://45.192.97.170:8880/play/3651.m3u8$IPV4•线路130
CCTV1,http://45.192.97.170:8880/play/3861.m3u8$IPV4•线路131
CCTV1,http://45.192.97.170:8880/play/3980.m3u8$IPV4•线路132
CCTV1,http://45.192.97.170:8880/play/4104.m3u8$IPV4•线路133
CCTV1,http://45.192.97.170:8880/play/4232.m3u8$IPV4•线路134
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=GRslVT&tk=FgM0vQMejxvG$IPV4•线路135
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=b3eXPo&tk=FgM0vQMejxvG$IPV4•线路136
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3327&tk=e640d0a1bf70$IPV4•线路137
CCTV1,http://173.208.212.130:8181/1080p/cctv1.m3u8$IPV4•线路138
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=M8UbAJ&tk=FgM0vQMejxvG$IPV4•线路139
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=PldLrS&tk=FgM0vQMejxvG$IPV4•线路140
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=DASpOl&tk=FgM0vQMejxvG$IPV4•线路141
CCTV1,http://222.134.245.16:9901/tsfile/live/0001_1.m3u8$IPV4•线路142
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=sPzAe7&tk=FgM0vQMejxvG$IPV4•线路143
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=ol4Xj9&tk=FgM0vQMejxvG$IPV4•线路144
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=VaAaU1&tk=FgM0vQMejxvG$IPV4•线路145
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=BovPet&tk=FgM0vQMejxvG$IPV4•线路146
CCTV1,http://223.105.252.60/PLTV/4/224/3221228581/index.m3u8?servicetype=1$IPV4•线路147
CCTV1,http://112.30.73.119:9901/tsfile/live/1425_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路148
CCTV1,http://112.30.73.119:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路149
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4146&tk=f6cc1e0a0e1a$IPV4•线路150
CCTV1,http://112.46.105.20:8009/hls/501/index.m3u8$IPV4•线路151
CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8$IPV4•线路152
CCTV1,http://183.223.157.33:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路153
CCTV1,http://103.72.172.253:8041/hls/218855428/index.m3u8$IPV4•线路154
CCTV1,http://t.061899.xyz/tl/dq.php?id=cctv1$IPV4•线路155
CCTV1,http://218.13.170.98:9901/tsfile/live/0001_1.m3u8$IPV4•线路156
CCTV1,http://60.2.190.206:4000/udp/239.253.92.83:8012$IPV4•线路157
CCTV1,https://api.olelive.com/dis/live/CCTV1HD/hls.m3u8$IPV4•线路158
CCTV1,http://182.37.41.46:8154/tsfile/live/0001_1.m3u8?key=txiptv$IPV4•线路159
CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8$IPV4•线路160
CCTV1,http://tvbox6.icu/tv/migu.php?id=cctv1$IPV4•线路161
CCTV1,http://ms.fxim.net:808/hls/1/index.m3u8$IPV4•线路162
CCTV1,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&amp;protocol=http&amp;accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&amp;playtoken=ABCDEFGH&amp;programid=4200000488$IPV4•线路163
CCTV1,http://www.rogerxlj.top:9998/rtp/233.18.204.52:5140$IPV4•线路164
CCTV1,http://www.rogerxlj.top:9998/rtp/233.18.204.20:5140$IPV4•线路165
CCTV1,webview://https://yangshipin.cn/tv/home?pid=600001859$IPV4•线路166
CCTV1,http://111.56.90.5/000000000000/5000000004000002226/1.m3u8$IPV4•线路167
CCTV1,http://111.56.90.5/000000000000/6000000001000029752/1.m3u8$IPV4•线路168
CCTV1,http://111.56.90.5/000000000000/1000000005000265001/1.m3u8$IPV4•线路169
CCTV1,http://114.242.62.109:888/hls/1/index.m3u8$IPV4•线路170
CCTV1,http://129.204.241.23:1234/608807420$IPV4•线路171
CCTV1,http://119.29.13.205:1234/608807420$IPV4•线路172
CCTV1,http://www.whcloud.top:10001/608807420$IPV4•线路173
CCTV1,http://106.14.225.22:9999/608807420$IPV4•线路174
CCTV1,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV1$IPV4•线路175
CCTV1,http://livea-ori.huarentv.live:14923$IPV4•线路176
CCTV1,http://livea-ori.huarentv.live:14977$IPV4•线路177
CCTV1,http://111.56.90.5/000000000000/5000000004000002226/index.m3u8$IPV4•线路178
CCTV1,http://gxyd.484947.xyz/PLTV/77777777/224/3221225934/index.m3u8?servicetype=1$IPV4•线路179
CCTV1,http://gxyd.484947.xyz/PLTV/77777777/224/3221225654/index.m3u8?servicetype=1$IPV4•线路180
CCTV1,https://live.264788.xyz/channel/cctv1?streamid=cccb6b9cad34d95eaf06a39fcf6acd9e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路181
CCTV1,https://live.264788.xyz/channel/cctv1?streamid=40cf2f40582b104fb087535f9601ea19&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路182
CCTV1,https://live.264788.xyz/channel/cctv1?streamid=92aee428179a0ecc7495490888c0cba9&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路183
CCTV1,https://live.264788.xyz/channel/cctv1?streamid=ae1fc95449a7d4a13c53490cbcae614f&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路184
CCTV1,https://live.264788.xyz/channel/cctv1?streamid=0361e56ecb002b71992e2389d940833d&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路185
CCTV1,https://live.264788.xyz/channel/cctv1?streamid=458e34213492c68772e565c06868d4af&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路186
CCTV1,https://live.264788.xyz/channel/cctv1?streamid=7d30132546d771c3ffff77a937dee30d&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路187
CCTV1,https://live.264788.xyz/channel/cctv1?streamid=478674d2f4e92891de4f30951016036f&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路188
CCTV1,https://live.264788.xyz/channel/cctv1?streamid=107a756f519973a7e95798c05737a47c&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路189
CCTV1,https://live.264788.xyz/channel/cctv1?streamid=b3819637a4c479c8ccd4d25e42eb96ca&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路190
CCTV1,http://tv.sohu.blog/d/mg.php?id=608807420$IPV4•线路191
CCTV1,http://tvlist.top/jd/index.php?id=cctv1&qt=183.224.122.114:8014$IPV4•线路192
CCTV1,http://k.061899.xyz/k.php?id=cctv1$IPV4•线路193
CCTV1,http://j.s.bkpcp.top/jj/cctv1$IPV4•线路194
CCTV1,http://8.138.7.223/tv/migu720.php?id=CCTV1$IPV4•线路195
CCTV1,http://www.kaniptv.cn/mk.php?ip=sdxztest1.abcnic.com:&id=live1008$IPV4•线路196
CCTV1,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=cctv1$IPV4•线路197
CCTV1,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1001$IPV4•线路198
CCTV1,http://go.migu.209173.xyz/php/kuai.php?id=578$IPV4•线路199
CCTV1,http://b.tvbox6.icu/tv/ysp.php?id=1$IPV4•线路200
CCTV1,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIxOC4yMy4xOTIuMzM6OTk5OS9uZXdsaXZlL2xpdmUvaGxzLzEvbGl2ZS5tM3U4$IPV4•线路201
CCTV1,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMS9pbmRleC5tM3U4$IPV4•线路202
CCTV1,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvNDAvaW5kZXgubTN1OA==$IPV4•线路203
CCTV1,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzExMS44LjIyNC42OjQwOTUvdHNmaWxlL2xpdmUvMTA2M18xLm0zdTg=$IPV4•线路204
CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8$IPV4•线路205
CCTV1,http://ygbh.site/php/bfgd.php?id=201$IPV4•线路206
CCTV1,http://ygbh.site/php/bfgd.php?id=484$IPV4•线路207
CCTV1,http://ygbh.site/php/bfgd.php?id=488$IPV4•线路208
CCTV1,http://ygbh.site/php/bfgd.php?id=489$IPV4•线路209
CCTV1,webview://https://tv.cctv.com/live/cctv1/$IPV4•线路210
CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8$IPV4•线路211
CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8$IPV4•线路212
CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8$IPV4•线路213
CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8$IPV4•线路214
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8$IPV4•线路215
CCTV1,http://play.kankanlive.com/live/1698234869325962.m3u8$IPV4•线路216
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8$IPV4•线路217
CCTV1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8$IPV4•线路218
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$IPV4•线路219
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$IPV4•线路220
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226514/index.m3u8$IPV4•线路221
CCTV1,http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8$IPV4•线路222
CCTV1,http://qjrhc.jydjd.top:2911/udp/224.1.100.89:11111$IPV4•线路223
CCTV1,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8$IPV4•线路224
CCTV1,http://223.241.247.214:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路225
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8$IPV4•线路226
CCTV1,http://drive.mxmy.net:8888/udp/239.3.1.129:8008$IPV4•线路227
CCTV1,http://221.2.148.205:8154/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路228
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=16a362b923a43fa0d4ce2aba3ecd88cd5e53be41dc5d15a9d1c9bad7fb665c1a2cee1355de7ca1df5ea56c38b88d68c7837724e9d16f358d73f49a202d62a71f7b2eb754beefe9b46eb9e8ab25$IPV4•线路229
CCTV1,http://218.89.240.144:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路230
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路231
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=b6a50213ea411edfdeda0e4c7abb5985d6a4f4c3d2f34274d4906fe15400b56f0a5a4ae5fb1d8e0ba25591ea3977d8cc6e1a4faa5a316308a146dfe83d122086fb13709fb6495fea020b068333$IPV4•线路232
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=d46a7802f5e358560129ef9519cb7db38f9f355847dd255fb5ac47a4bf8e3c6b5b980b45749fb1cb373b654d43a6fc41c66a124ad66ee40a80f07e155334fe6f023993dc3f284f86ab66653797$IPV4•线路233
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=7653cf8ec6440c201ccd67dfdbdd9a4c8401078f6b4cef8fc9258c372e1780fa8e3c5de722f5ac2cda4bd2291ccdf287a6caaac860219844ccf49b78b010dec5742f609b951e599c4b873bf8ad$IPV4•线路234
CCTV1,http://nas.hssvm.com:8888/udp/225.1.1.120:5002$IPV4•线路235
CCTV1,http://111.9.163.109:9901/tsfile/live/0001_1.m3u8$IPV4•线路236
CCTV1,http://39.164.180.36:19901/tsfile/live/0001_2.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路237
CCTV1,http://111.9.163.109:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路238
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=9674d857d6e43e0789d8ec76bab7cdbe190192db368f8f0e2f8018a3e2a160ee9f9ce8d41030046da2b0373378dd65c74a6af0f9a31b8828027b8367d720ea077aef2f2a08a603b4e16074c6b9$IPV4•线路239
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8$IPV4•线路240
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路241
CCTV1,http://qjrhc.jydjd.top:2911/udp/224.1.100.90:11111$IPV4•线路242
CCTV1,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch12122514263996485740.rsc/69958_Uni.sdp$IPV4•线路243
CCTV1,http://106.53.99.30/tv/jzb.php?id=cctv1$IPV4•线路244
CCTV1,http://8.138.7.223/tv/migu3.php?id=cctv1$IPV4•线路245
CCTV1,http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8$IPV4•线路246
CCTV1,http://39.134.67.108/PLTV/88888888/224/3221226119/1.m3u8$IPV4•线路247
CCTV1,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226016/.m3u8$IPV4•线路248
